instance	exam	states	wall_s	maxrss_kb	answered	ok	wrong	unknown	protected	note
ERK-PT-000001	CTLF	13	0.05	80028	16	16	0	0		rc=0
Sudoku-PT-BN01	CTLF	2	0.05	80056	16	16	0	0		rc=0
Sudoku-PT-BN01	CTLC	2	0.06	80256	16	16	0	0		rc=0
ResAllocation-PT-R002C002	CTLC	8	0.06	79872	16	16	0	0	2/6	rc=0
ERK-PT-000001	CTLC	13	0.06	80252	16	16	0	0		rc=0
Sudoku-PT-AN01	CTLF	2	0.06	80288	16	16	0	0		rc=0
Sudoku-PT-AN01	CTLC	2	0.06	80240	16	16	0	0		rc=0
ResAllocation-PT-R002C002	CTLF	8	0.06	80144	16	16	0	0	2/6	rc=0
Eratosthenes-PT-010	CTLF	32	0.03	80236	16	16	0	0		rc=0
ResAllocation-PT-R003C002	CTLF	20	0.03	80068	16	16	0	0	2/8	rc=0
ResAllocation-PT-R003C002	CTLC	20	0.03	80396	16	16	0	0	2/8	rc=0
Eratosthenes-PT-010	CTLC	32	0.03	80168	16	16	0	0		rc=0
ShieldRVt-PT-001A	CTLF	33	0.03	80316	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vD	CTLC	32	0.03	80196	16	16	0	0	1/6	rc=0
ShieldRVt-PT-001A	CTLC	33	0.03	80316	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vD	CTLF	32	0.03	80456	16	16	0	0	1/6	rc=0
TwoPhaseLocking-PT-nC00004vN	CTLF	45	0.03	80288	16	16	0	0		rc=0
Sudoku-PT-AN02	CTLC	35	0.03	80220	16	16	0	0		rc=0
SupplyChain-PT-00002	CTLC	50	0.03	80412	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vN	CTLC	45	0.03	80284	16	16	0	0		rc=0
SupplyChain-PT-00002	CTLF	50	0.03	80500	16	16	0	0		rc=0
Sudoku-PT-AN02	CTLF	35	0.04	80584	16	16	0	0		rc=0
StigmergyElection-PT-02a	CTLC	57	0.03	80636	16	16	0	0	12/66	rc=0
StigmergyElection-PT-02a	CTLF	57	0.04	80644	16	16	0	0	12/66	rc=0
ResAllocation-PT-R003C003	CTLF	92	0.03	80244	16	16	0	0	3/12	rc=0
ResAllocation-PT-R003C003	CTLC	92	0.03	80560	16	16	0	0	3/12	rc=0
RobotManipulation-PT-00001	CTLC	110	0.03	80512	16	16	0	0		rc=0
ResAllocation-PT-R005C002	CTLF	112	0.03	80572	16	16	0	0	2/12	rc=0
RobotManipulation-PT-00001	CTLF	110	0.03	80436	16	16	0	0		rc=0
ResAllocation-PT-R005C002	CTLC	112	0.04	81056	16	16	0	0	2/12	rc=0
Angiogenesis-PT-01	CTLF	110	0.04	80620	16	16	0	0	2/64	rc=0
Angiogenesis-PT-01	CTLC	110	0.05	80940	16	16	0	0	2/64	rc=0
CircadianClock-PT-000001	CTLF	128	0.03	80436	16	16	0	0		rc=0
CircadianClock-PT-000001	CTLC	128	0.03	80556	16	16	0	0		rc=0
DatabaseWithMutex-PT-02	CTLF	153	0.04	80904	16	16	0	0		rc=0
DatabaseWithMutex-PT-02	CTLC	153	0.06	81620	16	16	0	0		rc=0
CopsAndRobbers-PT-CRL005X001	CTLC	166	0.05	81224	16	16	0	0	16/39	rc=0
CopsAndRobbers-PT-CRL005X001	CTLF	166	0.05	81104	16	16	0	0	16/39	rc=0
DoubleExponent-PT-001	CTLF	149	0.08	81284	16	16	0	0	8/48	rc=0
DoubleExponent-PT-001	CTLC	149	0.08	81372	16	16	0	0	8/48	rc=0
ShieldRVs-PT-001A	CTLC	171	0.05	81092	16	16	0	0	14/22	rc=0
CircularTrains-PT-012	CTLC	195	0.04	80868	16	16	0	0		rc=0
CircularTrains-PT-012	CTLF	195	0.03	80788	16	16	0	0		rc=0
ShieldRVs-PT-001A	CTLF	171	0.05	81352	16	16	0	0	14/22	rc=0
IOTPpurchase-PT-C01M01P01D01	CTLF	204	0.04	81192	16	16	0	0		rc=0
IOTPpurchase-PT-C01M01P01D01	CTLC	204	0.05	81612	16	16	0	0		rc=0
StigmergyElection-PT-03a	CTLC	227	0.04	81240	16	16	0	0	18/118	rc=0
AutonomousCar-PT-01a	CTLC	227	0.04	81224	16	16	0	0	10/35	rc=0
AutonomousCar-PT-01a	CTLF	227	0.05	81104	16	16	0	0	10/35	rc=0
StigmergyElection-PT-03a	CTLF	227	0.04	81072	16	16	0	0	18/118	rc=0
TokenRing-PT-005	CTLC	166	0.21	83996	16	16	0	0	156/156	rc=0
TokenRing-PT-005	CTLF	166	0.22	87448	16	16	0	0	156/156	rc=0
Philosophers-PT-000005	CTLC	243	0.04	80484	16	16	0	0		rc=0
AutoFlight-PT-01a	CTLC	253	0.03	80912	16	16	0	0	6/30	rc=0
AutoFlight-PT-01a	CTLF	253	0.04	80716	16	16	0	0	6/30	rc=0
Philosophers-PT-000005	CTLF	243	0.10	81532	16	16	0	0		rc=0
PhilosophersDyn-PT-03	CTLC	325	0.12	81900	16	16	0	0	12/84	rc=0
NQueens-PT-05	CTLC	462	0.12	82224	16	16	0	0		rc=0
LamportFastMutEx-PT-2	CTLC	380	0.13	82292	16	16	0	0	36/96	rc=0
LamportFastMutEx-PT-2	CTLF	380	0.13	82832	16	16	0	0	36/96	rc=0
PhilosophersDyn-PT-03	CTLF	325	0.18	82820	16	16	0	0	12/84	rc=0
ShieldRVt-PT-002A	CTLF	513	0.03	80292	16	16	0	0		rc=0
ShieldRVt-PT-002A	CTLC	513	0.03	80788	16	16	0	0		rc=0
NQueens-PT-05	CTLF	462	0.15	82948	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00010vD	CTLF	503	0.11	82276	16	16	0	0	1/6	rc=0
TwoPhaseLocking-PT-nC00010vD	CTLC	503	0.16	84108	16	16	0	0	1/6	rc=0
CopsAndRobbers-PT-KFL010N005K002X001	CTLF	620	0.10	82700	16	16	0	0	50/93	rc=0
CopsAndRobbers-PT-KFL010N005K002X001	CTLC	620	0.13	83148	16	16	0	0	50/93	rc=0
TwoPhaseLocking-PT-nC00010vN	CTLC	624	0.10	82272	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00010vN	CTLF	624	0.11	82992	16	16	0	0		rc=0
StigmergyCommit-PT-02a	CTLC	695	0.10	83660	16	16	0	0	36/204	rc=0
SimpleLoadBal-PT-02	CTLC	832	0.06	81680	16	16	0	0	13/45	rc=0
StigmergyCommit-PT-02a	CTLF	695	0.09	82976	16	16	0	0	36/204	rc=0
SimpleLoadBal-PT-02	CTLF	832	0.06	81732	16	16	0	0	13/45	rc=0
SieveSingleMsgMbox-PT-d0m04	CTLC	702	0.12	86900	16	16	0	0	16/73	rc=0
DrinkVendingMachine-PT-02	CTLC	1024	0.05	81812	16	16	0	0		rc=0
DrinkVendingMachine-PT-02	CTLF	1024	0.04	81572	16	16	0	0		rc=0
StigmergyElection-PT-04a	CTLC	977	0.13	83044	16	16	0	0	24/218	rc=0
RwMutex-PT-r0010w0010	CTLC	1034	0.03	80836	16	16	0	0		rc=0
StigmergyElection-PT-04a	CTLF	977	0.13	83508	16	16	0	0	24/218	rc=0
SieveSingleMsgMbox-PT-d0m04	CTLF	702	0.24	92804	16	16	0	0	16/73	rc=0
RwMutex-PT-r0010w0010	CTLF	1034	0.03	80796	16	16	0	0		rc=0
RwMutex-PT-r0010w0020	CTLC	1044	0.04	81472	16	16	0	0		rc=0
RwMutex-PT-r0010w0020	CTLF	1044	0.05	81360	16	16	0	0		rc=0
RwMutex-PT-r0010w0050	CTLC	1074	0.05	83136	16	16	0	0		rc=0
