instance	exam	states	wall_s	maxrss_kb	answered	ok	wrong	unknown	protected	note
StigmergyCommit-PT-02a	CTLC	695	0.12	83728	16	16	0	0	36/204	rc=0
StigmergyCommit-PT-02a	CTLF	695	0.12	83268	16	16	0	0	36/204	rc=0
SimpleLoadBal-PT-02	CTLF	832	0.06	81488	16	16	0	0	13/45	rc=0
DrinkVendingMachine-PT-02	CTLC	1024	0.05	81584	16	16	0	0		rc=0
DrinkVendingMachine-PT-02	CTLF	1024	0.05	81228	16	16	0	0		rc=0
StigmergyElection-PT-04a	CTLC	977	0.15	82784	16	16	0	0	24/218	rc=0
StigmergyElection-PT-04a	CTLF	977	0.17	82804	16	16	0	0	24/218	rc=0
SieveSingleMsgMbox-PT-d0m04	CTLF	702	0.30	85788	16	16	0	0	16/73	rc=0
SieveSingleMsgMbox-PT-d0m04	CTLC	702	0.38	86596	16	16	0	0	16/73	rc=0
RwMutex-PT-r0010w0010	CTLC	1034	0.03	80624	16	16	0	0		rc=0
RwMutex-PT-r0010w0010	CTLF	1034	0.03	80632	16	16	0	0		rc=0
RwMutex-PT-r0010w0020	CTLC	1044	0.04	81088	16	16	0	0		rc=0
RwMutex-PT-r0010w0020	CTLF	1044	0.05	80816	16	16	0	0		rc=0
RwMutex-PT-r0010w0050	CTLC	1074	0.06	82280	16	16	0	0		rc=0
RwMutex-PT-r0010w0050	CTLF	1074	0.06	82036	16	16	0	0		rc=0
UtilityControlRoom-PT-Z2T4N02	CTLC	1092	0.08	81560	16	16	0	0		rc=0
QuasiCertifProtocol-PT-02	CTLF	1029	0.31	84748	16	16	0	0	26/56	rc=0
UtilityControlRoom-PT-Z2T4N02	CTLF	1092	0.08	81264	16	16	0	0		rc=0
RwMutex-PT-r0010w0100	CTLC	1124	0.08	84012	16	16	0	0		rc=0
QuasiCertifProtocol-PT-02	CTLC	1029	0.37	85100	16	16	0	0	26/56	rc=0
ResAllocation-PT-R003C005	CTLC	1200	0.06	81604	16	16	0	0	5/20	rc=0
RwMutex-PT-r0010w0100	CTLF	1124	0.10	84108	16	16	0	0		rc=0
ShieldIIPt-PT-001A	CTLC	1281	0.04	80800	16	16	0	0		rc=0
ShieldIIPt-PT-001A	CTLF	1281	0.04	81092	16	16	0	0		rc=0
ResAllocation-PT-R003C005	CTLF	1200	0.07	81868	16	16	0	0	5/20	rc=0
GPUForwardProgress-PT-04a	CTLC	1373	0.05	81140	16	16	0	0	5/29	rc=0
GPUForwardProgress-PT-04a	CTLF	1373	0.06	81924	16	16	0	0	5/29	rc=0
HouseConstruction-PT-00002	CTLC	1501	0.06	81032	16	16	0	0	1/18	rc=0
HouseConstruction-PT-00002	CTLF	1501	0.05	81452	16	16	0	0	1/18	rc=0
RobotManipulation-PT-00002	CTLF	1430	0.09	81268	16	16	0	0		rc=0
RobotManipulation-PT-00002	CTLC	1430	0.13	82644	16	16	0	0		rc=0
Railroad-PT-005	CTLC	1838	0.08	82432	16	16	0	0	6/56	rc=0
Railroad-PT-005	CTLF	1838	0.09	82840	16	16	0	0	6/56	rc=0
SharedMemory-PT-000005	CTLF	1863	0.13	82628	16	16	0	0		rc=0
SharedMemory-PT-000005	CTLC	1863	0.15	82928	16	16	0	0		rc=0
FileSystem-PT-N02I05B05	CTLF	1632	0.72	85300	16	16	0	0		rc=0
Eratosthenes-PT-020	CTLC	2048	0.03	80520	16	16	0	0		rc=0
FileSystem-PT-N02I05B05	CTLC	1632	0.88	87056	16	16	0	0		rc=0
Eratosthenes-PT-020	CTLF	2048	0.04	80600	16	16	0	0		rc=0
RwMutex-PT-r0010w0500	CTLF	1524	1.45	115472	16	16	0	0		rc=0
AutonomousCar-PT-02a	CTLC	2314	0.17	86856	16	16	0	0	15/69	rc=0
AutonomousCar-PT-02a	CTLF	2314	0.16	85524	16	16	0	0	15/69	rc=0
IBM319-PT-none	CTLC	2482	0.10	83308	16	16	0	0	2/178	rc=0
RwMutex-PT-r0010w0500	CTLC	1524	2.30	114656	16	16	0	0		rc=0
IBM319-PT-none	CTLF	2482	0.12	84228	16	16	0	0	2/178	rc=0
RingSingleMessageInMbox-PT-d0m005	CTLC	2662	2.87	132956	16	16	0	0	22/59	rc=0
BridgeAndVehicles-PT-V04P05N02	CTLC	2874	0.40	87512	16	16	0	0	32/52	rc=0
BridgeAndVehicles-PT-V04P05N02	CTLF	2874	0.67	90600	16	16	0	0	32/52	rc=0
NeoElection-PT-2	CTLC	241	9.51	122204	16	16	0	0	5/357	rc=0
NeoElection-PT-2	CTLF	241	10.41	138640	16	16	0	0	5/357	rc=0
RwMutex-PT-r0010w1000	CTLF	2024	9.97	177424	16	16	0	0		rc=0
RwMutex-PT-r0010w1000	CTLC	2024	10.73	186720	16	16	0	0		rc=0
FMS-PT-00002	CTLC	3444	0.03	80380	16	16	0	0		rc=0
FMS-PT-00002	CTLF	3444	0.03	80220	16	16	0	0		rc=0
ShieldRVs-PT-001B	CTLC	3596	0.22	88356	16	16	0	0	21/48	rc=0
ShieldRVs-PT-001B	CTLF	3596	0.23	88288	16	16	0	0	21/48	rc=0
RingSingleMessageInMbox-PT-d0m005	CTLF	2662	10.63	208868	16	16	0	0	22/59	rc=0
ServersAndClients-PT-100020	CTLC	2201	59.04	163672	6	6	0	10		rc=0
ServersAndClients-PT-100020	CTLF	2201	59.04	180192	8	8	0	8		rc=0
DoubleExponent-PT-002	CTLC	3708	1.37	97004	16	16	0	0	21/98	rc=0
DoubleExponent-PT-002	CTLF	3708	1.44	94040	16	16	0	0	21/98	rc=0
DNAwalker-PT-01track12Block1	CTLC	3795	0.18	86184	16	16	0	0	69/82	rc=0
CloudOpsManagement-PT-00002by00001	CTLC	3857	0.04	80532	16	16	0	0	3/29	rc=0
DNAwalker-PT-01track12Block1	CTLF	3795	0.22	87260	16	16	0	0	69/82	rc=0
CloudOpsManagement-PT-00002by00001	CTLF	3857	0.05	80880	16	16	0	0	3/29	rc=0
StigmergyCommit-PT-03a	CTLC	4055	0.41	90824	16	16	0	0	48/332	rc=0
StigmergyCommit-PT-03a	CTLF	4055	0.45	91148	16	16	0	0	48/332	rc=0
EGFr-PT-02010	CTLC	4200	0.14	84056	16	16	0	0	60/68	rc=0
EGFr-PT-02010	CTLF	4200	0.16	85060	16	16	0	0	60/68	rc=0
RwMutex-PT-r0010w2000	CTLC	3024	59.07	447960	4	4	0	12		rc=0
StigmergyElection-PT-05a	CTLC	4411	0.76	87008	16	16	0	0	30/450	rc=0
StigmergyElection-PT-05a	CTLF	4411	0.52	85800	16	16	0	0	30/450	rc=0
RwMutex-PT-r0010w2000	CTLF	3024	59.07	371296	3	3	0	13		rc=0
SafeBus-PT-03	CTLC	4650	0.86	89136	16	16	0	0	27/91	rc=0
CloudDeployment-PT-2a	CTLC	4807	0.17	84212	16	16	0	0	22/174	rc=0
SieveSingleMsgMbox-PT-d1m04	CTLC	3262	59.01	180880	5	5	0	11	26/749	rc=0
CloudDeployment-PT-2a	CTLF	4807	0.15	83144	16	16	0	0	22/174	rc=0
DNAwalker-PT-03track12BlockBoth	CTLC	5248	0.28	89856	16	16	0	0	71/84	rc=0
DNAwalker-PT-03track12BlockBoth	CTLF	5248	0.26	88596	16	16	0	0	71/84	rc=0
SafeBus-PT-03	CTLF	4650	1.22	93668	16	16	0	0	27/91	rc=0
Dekker-PT-010	CTLC	6144	0.07	82528	16	16	0	0	10/120	rc=0
DNAwalker-PT-02track12Block2	CTLC	5459	0.22	88632	16	16	0	0	71/84	rc=0
DNAwalker-PT-02track12Block2	CTLF	5459	0.19	86464	16	16	0	0	71/84	rc=0
Dekker-PT-010	CTLF	6144	0.08	82384	16	16	0	0	10/120	rc=0
ResAllocation-PT-R010C002	CTLC	6144	0.18	86640	16	16	0	0	2/22	rc=0
ResAllocation-PT-R010C002	CTLF	6144	0.32	90516	16	16	0	0	2/22	rc=0
SieveSingleMsgMbox-PT-d1m04	CTLF	3262	59.01	150816	3	3	0	13	26/749	rc=0
AutoFlight-PT-02a	CTLC	6949	0.12	83904	16	16	0	0	10/55	rc=0
AutoFlight-PT-02a	CTLF	6949	0.22	87524	16	16	0	0	10/55	rc=0
GlobalResAllocation-PT-03	CTLC	6320	1.60	137856	16	16	0	0		rc=0
Raft-PT-02	CTLC	7381	0.06	81352	16	16	0	0	12/52	rc=0
Raft-PT-02	CTLF	7381	0.04	80788	16	16	0	0	12/52	rc=0
SieveSingleMsgMbox-PT-d2m04	CTLC	3601	59.03	315744	0	0	0	16	14/1954	rc=0
CSRepetitions-PT-02	CTLC	7424	0.21	85236	16	16	0	0	16/28	rc=0
PhaseVariation-PT-D02CS010	CTLC	7716	0.24	85644	16	16	0	0		rc=0
CSRepetitions-PT-02	CTLF	7424	0.45	94524	16	16	0	0	16/28	rc=0
PhaseVariation-PT-D02CS010	CTLF	7716	0.30	87140	16	16	0	0		rc=0
SieveSingleMsgMbox-PT-d2m04	CTLF	3601	59.02	198084	2	2	0	14	14/1954	rc=0
ShieldPPPt-PT-001A	CTLC	8001	0.05	81444	16	16	0	0		rc=0
ShieldPPPt-PT-001A	CTLF	8001	0.05	81424	16	16	0	0		rc=0
ShieldRVt-PT-003A	CTLC	8193	0.04	80944	16	16	0	0		rc=0
ShieldRVt-PT-003A	CTLF	8193	0.04	80492	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00020vD	CTLF	7006	9.77	146768	16	16	0	0	1/6	rc=0
TwoPhaseLocking-PT-nC00020vN	CTLC	7997	9.11	172292	16	16	0	0		rc=0
IBM703-PT-none	CTLC	8370	0.50	93708	16	16	0	0	19/284	rc=0
IBM703-PT-none	CTLF	8370	0.31	87808	16	16	0	0	19/284	rc=0
TwoPhaseLocking-PT-nC00020vN	CTLF	7997	11.12	176516	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00020vD	CTLC	7006	15.34	290004	16	16	0	0	1/6	rc=0
PGCD-PT-D02N005	CTLC	8484	1.09	107268	16	16	0	0	3/9	rc=0
PGCD-PT-D02N005	CTLF	8484	0.41	86256	16	16	0	0	3/9	rc=0
ShieldIIPs-PT-001A	CTLC	9143	0.21	87536	16	16	0	0	14/27	rc=0
ShieldIIPs-PT-001A	CTLF	9143	0.32	89888	16	16	0	0	14/27	rc=0
GPPP-PT-C0001N0000000001	CTLC	10380	0.30	84008	16	16	0	0	1/22	rc=0
GPPP-PT-C0001N0000000001	CTLF	10380	0.45	87524	16	16	0	0	1/22	rc=0
CryptoMiner-PT-D03N010	CTLC	10636	0.57	87108	16	16	0	0	4/12	rc=0
CryptoMiner-PT-D03N010	CTLF	10636	0.94	88952	16	16	0	0	4/12	rc=0
GlobalResAllocation-PT-03	CTLF	6320	21.98	208868	16	16	0	0		rc=0
Sudoku-PT-AN03	CTLF	11776	2.44	111484	16	16	0	0		rc=0
Sudoku-PT-AN03	CTLC	11776	4.46	101536	16	16	0	0		rc=0
DBSingleClientW-PT-d0m04	CTLC	13654	16.59	135184	16	16	0	0	87/150	rc=0
SupplyChain-PT-00005	CTLC	14258	0.10	82300	16	16	0	0		rc=0
SupplyChain-PT-00005	CTLF	14258	0.10	82668	16	16	0	0		rc=0
IBM5964-PT-none	CTLC	15546	0.31	85156	16	16	0	0	1/139	rc=0
IBM5964-PT-none	CTLF	15546	0.44	85308	16	16	0	0	1/139	rc=0
PGCD-PT-D02N006	CTLC	15670	0.38	87384	16	16	0	0	3/9	rc=0
PGCD-PT-D02N006	CTLF	15670	0.38	87628	16	16	0	0	3/9	rc=0
ShieldRVs-PT-002A	CTLC	16021	1.09	109216	16	16	0	0	30/41	rc=0
ShieldRVs-PT-002A	CTLF	16021	0.92	109204	16	16	0	0	30/41	rc=0
