instance	exam	states	wall_s	maxrss_kb	answered	ok	wrong	unknown	protected	note
Sudoku-PT-BN01	CTLF	2	0.03	79536	16	16	0	0		rc=0
Sudoku-PT-BN01	CTLC	2	0.03	79524	16	16	0	0		rc=0
ResAllocation-PT-R002C002	CTLC	8	0.03	79724	16	16	0	0	2/6	rc=0
Sudoku-PT-AN01	CTLC	2	0.03	79612	16	16	0	0		rc=0
ERK-PT-000001	CTLF	13	0.03	79756	16	16	0	0		rc=0
ResAllocation-PT-R002C002	CTLF	8	0.03	79652	16	16	0	0	2/6	rc=0
Sudoku-PT-AN01	CTLF	2	0.03	79748	16	16	0	0		rc=0
ERK-PT-000001	CTLC	13	0.03	79916	16	16	0	0		rc=0
Eratosthenes-PT-010	CTLC	32	0.03	79636	16	16	0	0		rc=0
ResAllocation-PT-R003C002	CTLC	20	0.03	79736	16	16	0	0	2/8	rc=0
ResAllocation-PT-R003C002	CTLF	20	0.03	79624	16	16	0	0	2/8	rc=0
ShieldRVt-PT-001A	CTLF	33	0.03	79920	16	16	0	0		rc=0
ShieldRVt-PT-001A	CTLC	33	0.03	79756	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vD	CTLC	32	0.03	79984	16	16	0	0	1/6	rc=0
Eratosthenes-PT-010	CTLF	32	0.03	79664	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vD	CTLF	32	0.03	79816	16	16	0	0	1/6	rc=0
TwoPhaseLocking-PT-nC00004vN	CTLC	45	0.03	79820	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vN	CTLF	45	0.03	79552	16	16	0	0		rc=0
Sudoku-PT-AN02	CTLC	35	0.03	79952	16	16	0	0		rc=0
Sudoku-PT-AN02	CTLF	35	0.04	80132	16	16	0	0		rc=0
StigmergyElection-PT-02a	CTLC	57	0.04	80396	16	16	0	0	12/66	rc=0
SupplyChain-PT-00002	CTLF	50	0.04	80148	16	16	0	0		rc=0
SupplyChain-PT-00002	CTLC	50	0.05	80432	16	16	0	0		rc=0
StigmergyElection-PT-02a	CTLF	57	0.04	80140	16	16	0	0	12/66	rc=0
ResAllocation-PT-R003C003	CTLF	92	0.03	80076	16	16	0	0	3/12	rc=0
ResAllocation-PT-R003C003	CTLC	92	0.04	80204	16	16	0	0	3/12	rc=0
ResAllocation-PT-R005C002	CTLF	112	0.03	80160	16	16	0	0	2/12	rc=0
RobotManipulation-PT-00001	CTLF	110	0.04	80236	16	16	0	0		rc=0
RobotManipulation-PT-00001	CTLC	110	0.04	80304	16	16	0	0		rc=0
ResAllocation-PT-R005C002	CTLC	112	0.05	80688	16	16	0	0	2/12	rc=0
Angiogenesis-PT-01	CTLF	110	0.06	80364	16	16	0	0	2/64	rc=0
Angiogenesis-PT-01	CTLC	110	0.07	80340	16	16	0	0	2/64	rc=0
CircadianClock-PT-000001	CTLC	128	0.03	79920	16	16	0	0		rc=0
CircadianClock-PT-000001	CTLF	128	0.03	80100	16	16	0	0		rc=0
TokenRing-PT-005	CTLF	166								no-input
DatabaseWithMutex-PT-02	CTLF	153	0.06	80396	16	16	0	0		rc=0
DatabaseWithMutex-PT-02	CTLC	153	0.07	80620	16	16	0	0		rc=0
CopsAndRobbers-PT-CRL005X001	CTLF	166	0.07	81040	16	16	0	0	16/39	rc=0
CopsAndRobbers-PT-CRL005X001	CTLC	166	0.09	81844	16	16	0	0	16/39	rc=0
ShieldRVs-PT-001A	CTLC	171	0.05	81040	16	16	0	0	14/22	rc=0
ShieldRVs-PT-001A	CTLF	171	0.06	81140	16	16	0	0	14/22	rc=0
CircularTrains-PT-012	CTLC	195	0.08	81360	16	16	0	0		rc=0
CircularTrains-PT-012	CTLF	195	0.07	81072	16	16	0	0		rc=0
DoubleExponent-PT-001	CTLF	149	0.22	84004	16	16	0	0	8/48	rc=0
DoubleExponent-PT-001	CTLC	149	0.24	84300	16	16	0	0	8/48	rc=0
TokenRing-PT-005	CTLC	166	0.16	82352	16	16	0	0	156/156	rc=0
AutonomousCar-PT-01a	CTLC	227	0.06	80820	16	16	0	0	10/35	rc=0
IOTPpurchase-PT-C01M01P01D01	CTLC	204	0.12	82292	16	16	0	0		rc=0
IOTPpurchase-PT-C01M01P01D01	CTLF	204	0.12	82144	16	16	0	0		rc=0
StigmergyElection-PT-03a	CTLC	227	0.05	80712	16	16	0	0	18/118	rc=0
AutonomousCar-PT-01a	CTLF	227	0.06	81172	16	16	0	0	10/35	rc=0
StigmergyElection-PT-03a	CTLF	227	0.04	80176	16	16	0	0	18/118	rc=0
Philosophers-PT-000005	CTLC	243	0.05	80396	16	16	0	0		rc=0
AutoFlight-PT-01a	CTLC	253	0.05	80460	16	16	0	0	6/30	rc=0
AutoFlight-PT-01a	CTLF	253	0.05	81028	16	16	0	0	6/30	rc=0
Philosophers-PT-000005	CTLF	243	0.14	81660	16	16	0	0		rc=0
PhilosophersDyn-PT-03	CTLC	325	0.25	83404	16	16	0	0	12/84	rc=0
NQueens-PT-05	CTLC	462	0.21	83248	16	16	0	0		rc=0
LamportFastMutEx-PT-2	CTLF	380	0.23	82604	16	16	0	0	36/96	rc=0
LamportFastMutEx-PT-2	CTLC	380	0.24	82220	16	16	0	0	36/96	rc=0
PhilosophersDyn-PT-03	CTLF	325	0.34	84372	16	16	0	0	12/84	rc=0
ShieldRVt-PT-002A	CTLC	513	0.03	80216	16	16	0	0		rc=0
ShieldRVt-PT-002A	CTLF	513	0.03	79820	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00010vD	CTLF	503	0.06	81024	16	16	0	0	1/6	rc=0
NQueens-PT-05	CTLF	462	0.24	83304	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00010vD	CTLC	503	0.09	81840	16	16	0	0	1/6	rc=0
TwoPhaseLocking-PT-nC00010vN	CTLF	624	0.06	81300	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00010vN	CTLC	624	0.06	80832	16	16	0	0		rc=0
NeoElection-PT-2	CTLF	241	0.60	90748	16	16	0	0	5/357	rc=0
CopsAndRobbers-PT-KFL010N005K002X001	CTLF	620	0.18	84784	16	16	0	0	50/93	rc=0
StigmergyCommit-PT-02a	CTLF	695	0.15	83488	16	16	0	0	36/204	rc=0
StigmergyCommit-PT-02a	CTLC	695	0.17	84452	16	16	0	0	36/204	rc=0
CopsAndRobbers-PT-KFL010N005K002X001	CTLC	620	0.27	87200	16	16	0	0	50/93	rc=0
SimpleLoadBal-PT-02	CTLC	832	0.10	81652	16	16	0	0	13/45	rc=0
StigmergyElection-PT-04a	CTLC	977	0.06	81368	16	16	0	0	24/218	rc=0
SimpleLoadBal-PT-02	CTLF	832	0.08	81360	16	16	0	0	13/45	rc=0
StigmergyElection-PT-04a	CTLF	977	0.07	81680	16	16	0	0	24/218	rc=0
NeoElection-PT-2	CTLC	241	0.86	93988	16	16	0	0	5/357	rc=0
SieveSingleMsgMbox-PT-d0m04	CTLC	702	0.33	89680	16	16	0	0	16/73	rc=0
RwMutex-PT-r0010w0010	CTLC	1034	0.16	81840	16	16	0	0		rc=0
QuasiCertifProtocol-PT-02	CTLF	1029	0.24	85268	16	16	0	0	26/56	rc=0
DrinkVendingMachine-PT-02	CTLC	1024	0.31	85324	16	16	0	0		rc=0
RwMutex-PT-r0010w0010	CTLF	1034	0.17	82220	16	16	0	0		rc=0
DrinkVendingMachine-PT-02	CTLF	1024	0.31	84596	16	16	0	0		rc=0
UtilityControlRoom-PT-Z2T4N02	CTLF	1092								no-input
SieveSingleMsgMbox-PT-d0m04	CTLF	702	0.55	94368	16	16	0	0	16/73	rc=0
QuasiCertifProtocol-PT-02	CTLC	1029	0.34	86072	16	16	0	0	26/56	rc=0
RwMutex-PT-r0010w0020	CTLF	1044	0.19	82164	16	16	0	0		rc=0
RwMutex-PT-r0010w0020	CTLC	1044	0.26	83160	16	16	0	0		rc=0
UtilityControlRoom-PT-Z2T4N02	CTLC	1092	0.12	83372	16	16	0	0		rc=0
ResAllocation-PT-R003C005	CTLC	1200	0.09	82372	16	16	0	0	5/20	rc=0
ShieldIIPt-PT-001A	CTLC	1281	0.03	80400	16	16	0	0		rc=0
ShieldIIPt-PT-001A	CTLF	1281	0.04	80476	16	16	0	0		rc=0
GPUForwardProgress-PT-04a	CTLC	1373	0.05	80940	16	16	0	0	5/29	rc=0
ResAllocation-PT-R003C005	CTLF	1200	0.12	82840	16	16	0	0	5/20	rc=0
RwMutex-PT-r0010w0050	CTLF	1074	0.31	84488	16	16	0	0		rc=0
GPUForwardProgress-PT-04a	CTLF	1373	0.06	81984	16	16	0	0	5/29	rc=0
RwMutex-PT-r0010w0050	CTLC	1074	0.37	83800	16	16	0	0		rc=0
RobotManipulation-PT-00002	CTLF	1430	0.11	82904	16	16	0	0		rc=0
RobotManipulation-PT-00002	CTLC	1430	0.13	83480	16	16	0	0		rc=0
HouseConstruction-PT-00002	CTLC	1501	0.11	83408	16	16	0	0	1/18	rc=0
FileSystem-PT-N02I05B05	CTLF	1632								no-input
HouseConstruction-PT-00002	CTLF	1501	0.10	83512	16	16	0	0	1/18	rc=0
Railroad-PT-005	CTLC	1838	0.20	84460	16	16	0	0	6/56	rc=0
Railroad-PT-005	CTLF	1838	0.21	84428	16	16	0	0	6/56	rc=0
SharedMemory-PT-000005	CTLC	1863	0.21	82236	16	16	0	0		rc=0
SharedMemory-PT-000005	CTLF	1863	0.18	81916	16	16	0	0		rc=0
Eratosthenes-PT-020	CTLC	2048	0.05	81136	16	16	0	0		rc=0
Eratosthenes-PT-020	CTLF	2048	0.06	81580	16	16	0	0		rc=0
RwMutex-PT-r0010w0100	CTLF	1124	6.51	88188	16	16	0	0		rc=0
RwMutex-PT-r0010w0100	CTLC	1124	10.51	87720	16	16	0	0		rc=0
AutonomousCar-PT-02a	CTLC	2314	0.18	87192	16	16	0	0	15/69	rc=0
AutonomousCar-PT-02a	CTLF	2314	0.17	86248	16	16	0	0	15/69	rc=0
IBM319-PT-none	CTLC	2482	7.18	117336	16	16	0	0	2/178	rc=0
IBM319-PT-none	CTLF	2482	5.71	126244	16	16	0	0	2/178	rc=0
RingSingleMessageInMbox-PT-d0m005	CTLC	2662	12.09	170124	16	16	0	0	22/59	rc=0
RwMutex-PT-r0010w0500	CTLC	1524	59.02	136708	0	0	0	16		rc=0
RwMutex-PT-r0010w0500	CTLF	1524	59.02	137624	0	0	0	16		rc=0
FileSystem-PT-N02I05B05	CTLC	1632	59.00	113164	8	8	0	8		rc=0
RwMutex-PT-r0010w1000	CTLC	2024	59.03	176152	0	0	0	16		rc=0
RwMutex-PT-r0010w1000	CTLF	2024	59.03	176072	0	0	0	16		rc=0
BridgeAndVehicles-PT-V04P05N02	CTLC	2874	0.72	97732	16	16	0	0	32/52	rc=0
ServersAndClients-PT-100020	CTLC	2201	59.06	162996	0	0	0	16		rc=0
FMS-PT-00002	CTLC	3444	0.05	80620	16	16	0	0		rc=0
BridgeAndVehicles-PT-V04P05N02	CTLF	2874	1.03	103600	16	16	0	0	32/52	rc=0
FMS-PT-00002	CTLF	3444	0.05	80992	16	16	0	0		rc=0
ShieldRVs-PT-001B	CTLF	3596	3.45	112036	16	16	0	0	21/48	rc=0
RingSingleMessageInMbox-PT-d0m005	CTLF	2662	27.91	292204	16	16	0	0	22/59	rc=0
ShieldRVs-PT-001B	CTLC	3596	3.87	117220	16	16	0	0	21/48	rc=0
ServersAndClients-PT-100020	CTLF	2201	59.07	162836	0	0	0	16		rc=0
RwMutex-PT-r0010w2000	CTLC	3024	59.07	418244	0	0	0	16		rc=0
SieveSingleMsgMbox-PT-d1m04	CTLC	3262	59.01	142268	1	1	0	15	26/749	rc=0
DNAwalker-PT-01track12Block1	CTLC	3795	0.19	86632	16	16	0	0	69/82	rc=0
RwMutex-PT-r0010w2000	CTLF	3024	59.07	401028	0	0	0	16		rc=0
CloudOpsManagement-PT-00002by00001	CTLC	3857	0.06	80992	16	16	0	0	3/29	rc=0
CloudOpsManagement-PT-00002by00001	CTLF	3857	0.11	83068	16	16	0	0	3/29	rc=0
DNAwalker-PT-01track12Block1	CTLF	3795	0.24	88408	16	16	0	0	69/82	rc=0
StigmergyCommit-PT-03a	CTLC	4055	0.23	86484	16	16	0	0	48/332	rc=0
SieveSingleMsgMbox-PT-d1m04	CTLF	3262	59.01	147548	1	1	0	15	26/749	rc=0
StigmergyCommit-PT-03a	CTLF	4055	0.23	86472	16	16	0	0	48/332	rc=0
EGFr-PT-02010	CTLC	4200	0.33	91176	16	16	0	0	60/68	rc=0
EGFr-PT-02010	CTLF	4200	0.33	91428	16	16	0	0	60/68	rc=0
StigmergyElection-PT-05a	CTLC	4411	0.11	83876	16	16	0	0	30/450	rc=0
StigmergyElection-PT-05a	CTLF	4411	0.10	83740	16	16	0	0	30/450	rc=0
DoubleExponent-PT-002	CTLC	3708	55.70	188176	16	16	0	0	21/98	rc=0
SafeBus-PT-03	CTLC	4650	0.55	92052	16	16	0	0	27/91	rc=0
CloudDeployment-PT-2a	CTLC	4807	0.28	87128	16	16	0	0	22/174	rc=0
SafeBus-PT-03	CTLF	4650	0.78	96980	16	16	0	0	27/91	rc=0
CloudDeployment-PT-2a	CTLF	4807	0.29	86376	16	16	0	0	22/174	rc=0
DNAwalker-PT-03track12BlockBoth	CTLF	5248	0.29	91844	16	16	0	0	71/84	rc=0
DNAwalker-PT-03track12BlockBoth	CTLC	5248	0.36	93120	16	16	0	0	71/84	rc=0
DNAwalker-PT-02track12Block2	CTLC	5459	0.29	91612	16	16	0	0	71/84	rc=0
DNAwalker-PT-02track12Block2	CTLF	5459	0.21	87984	16	16	0	0	71/84	rc=0
Dekker-PT-010	CTLC	6144	0.22	86724	16	16	0	0	10/120	rc=0
Dekker-PT-010	CTLF	6144	0.29	88796	16	16	0	0	10/120	rc=0
ResAllocation-PT-R010C002	CTLC	6144	1.38	114080	16	16	0	0	2/22	rc=0
SieveSingleMsgMbox-PT-d2m04	CTLC	3601	59.03	312612	0	0	0	16		rc=0
SieveSingleMsgMbox-PT-d2m04	CTLF	3601	59.02	312688	1	1	0	15	14/1954	rc=0
ResAllocation-PT-R010C002	CTLF	6144	2.16	131520	16	16	0	0	2/22	rc=0
AutoFlight-PT-02a	CTLC	6949	0.27	88168	16	16	0	0	10/55	rc=0
TwoPhaseLocking-PT-nC00020vD	CTLC	7006	0.35	90424	16	16	0	0	1/6	rc=0
TwoPhaseLocking-PT-nC00020vD	CTLF	7006	0.34	91324	16	16	0	0	1/6	rc=0
Raft-PT-02	CTLC	7381	0.05	80832	16	16	0	0	12/52	rc=0
Raft-PT-02	CTLF	7381	0.04	80584	16	16	0	0	12/52	rc=0
AutoFlight-PT-02a	CTLF	6949	0.70	96752	16	16	0	0	10/55	rc=0
PhaseVariation-PT-D02CS010	CTLC	7716	0.32	87372	16	16	0	0		rc=0
DoubleExponent-PT-002	CTLF	3708	59.01	171904	13	13	0	3	21/98	rc=0
PhaseVariation-PT-D02CS010	CTLF	7716	0.40	89248	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00020vN	CTLC	7997	0.34	90272	16	16	0	0		rc=0
ShieldPPPt-PT-001A	CTLC	8001	0.05	81120	16	16	0	0		rc=0
