instance	exam	states	wall_s	maxrss_kb	answered	ok	wrong	unknown	protected	note
ERK-PT-000001	CTLF	13	0.03	80096	16	16	0	0		rc=0
Sudoku-PT-AN01	CTLF	2	0.03	80104	16	16	0	0		rc=0
ResAllocation-PT-R002C002	CTLF	8	0.03	80096	16	16	0	0	2/6	rc=0
ResAllocation-PT-R002C002	CTLC	8	0.03	80140	16	16	0	0	2/6	rc=0
Sudoku-PT-BN01	CTLC	2	0.03	80304	16	16	0	0		rc=0
Sudoku-PT-AN01	CTLC	2	0.03	80092	16	16	0	0		rc=0
ERK-PT-000001	CTLC	13	0.03	80288	16	16	0	0		rc=0
Sudoku-PT-BN01	CTLF	2	0.03	80304	16	16	0	0		rc=0
Eratosthenes-PT-010	CTLC	32	0.03	80356	16	16	0	0		rc=0
ResAllocation-PT-R003C002	CTLF	20	0.03	80228	16	16	0	0	2/8	rc=0
ResAllocation-PT-R003C002	CTLC	20	0.03	80140	16	16	0	0	2/8	rc=0
TwoPhaseLocking-PT-nC00004vD	CTLF	32	0.03	80212	16	16	0	0	1/6	rc=0
ShieldRVt-PT-001A	CTLC	33	0.03	80256	16	16	0	0		rc=0
ShieldRVt-PT-001A	CTLF	33	0.03	80228	16	16	0	0		rc=0
Eratosthenes-PT-010	CTLF	32	0.03	80280	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vD	CTLC	32	0.03	80500	16	16	0	0	1/6	rc=0
TwoPhaseLocking-PT-nC00004vN	CTLC	45	0.03	80616	16	16	0	0		rc=0
SupplyChain-PT-00002	CTLF	50	0.03	80420	16	16	0	0		rc=0
SupplyChain-PT-00002	CTLC	50	0.03	80488	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vN	CTLF	45	0.03	80288	16	16	0	0		rc=0
StigmergyElection-PT-02a	CTLC	57	0.03	80408	16	16	0	0	12/66	rc=0
Sudoku-PT-AN02	CTLC	35	0.03	80408	16	16	0	0		rc=0
Sudoku-PT-AN02	CTLF	35	0.04	80592	16	16	0	0		rc=0
StigmergyElection-PT-02a	CTLF	57	0.03	80640	16	16	0	0	12/66	rc=0
ResAllocation-PT-R003C003	CTLF	92	0.03	80376	16	16	0	0	3/12	rc=0
ResAllocation-PT-R003C003	CTLC	92	0.03	80480	16	16	0	0	3/12	rc=0
ResAllocation-PT-R005C002	CTLF	112	0.03	80440	16	16	0	0	2/12	rc=0
RobotManipulation-PT-00001	CTLF	110	0.03	80248	16	16	0	0		rc=0
RobotManipulation-PT-00001	CTLC	110	0.04	80488	16	16	0	0		rc=0
ResAllocation-PT-R005C002	CTLC	112	0.04	80844	16	16	0	0	2/12	rc=0
Angiogenesis-PT-01	CTLF	110	0.04	80600	16	16	0	0	2/64	rc=0
Angiogenesis-PT-01	CTLC	110	0.05	81000	16	16	0	0	2/64	rc=0
CircadianClock-PT-000001	CTLC	128	0.03	80492	16	16	0	0		rc=0
CircadianClock-PT-000001	CTLF	128	0.03	80108	16	16	0	0		rc=0
DatabaseWithMutex-PT-02	CTLF	153	0.04	80760	16	16	0	0		rc=0
DatabaseWithMutex-PT-02	CTLC	153	0.06	81620	16	16	0	0		rc=0
DoubleExponent-PT-001	CTLC	149	0.08	81012	16	16	0	0	8/48	rc=0
CopsAndRobbers-PT-CRL005X001	CTLF	166	0.06	81012	16	16	0	0	16/39	rc=0
CopsAndRobbers-PT-CRL005X001	CTLC	166	0.07	81716	16	16	0	0	16/39	rc=0
DoubleExponent-PT-001	CTLF	149	0.09	81524	16	16	0	0	8/48	rc=0
ShieldRVs-PT-001A	CTLC	171	0.04	80944	16	16	0	0	14/22	rc=0
ShieldRVs-PT-001A	CTLF	171	0.05	81052	16	16	0	0	14/22	rc=0
CircularTrains-PT-012	CTLC	195	0.04	80936	16	16	0	0		rc=0
CircularTrains-PT-012	CTLF	195	0.04	80676	16	16	0	0		rc=0
IOTPpurchase-PT-C01M01P01D01	CTLC	204	0.04	81400	16	16	0	0		rc=0
IOTPpurchase-PT-C01M01P01D01	CTLF	204	0.05	81160	16	16	0	0		rc=0
AutonomousCar-PT-01a	CTLC	227	0.04	80896	16	16	0	0	10/35	rc=0
AutonomousCar-PT-01a	CTLF	227	0.04	80960	16	16	0	0	10/35	rc=0
StigmergyElection-PT-03a	CTLC	227	0.04	81380	16	16	0	0	18/118	rc=0
StigmergyElection-PT-03a	CTLF	227	0.04	81092	16	16	0	0	18/118	rc=0
TokenRing-PT-005	CTLC	166	0.20	83600	16	16	0	0	156/156	rc=0
TokenRing-PT-005	CTLF	166	0.22	87180	16	16	0	0	156/156	rc=0
Philosophers-PT-000005	CTLC	243	0.04	80768	16	16	0	0		rc=0
