instance	exam	states	wall_s	maxrss_kb	answered	ok	wrong	unknown	protected	note
Sudoku-PT-BN01	CTLC	2	0.06	79352	16	16	0	0		rc=0
Sudoku-PT-AN01	CTLC	2	0.06	79316	16	16	0	0		rc=0
ERK-PT-000001	CTLF	13	0.06	79732	16	16	0	0		rc=0
ERK-PT-000001	CTLC	13	0.06	79416	16	16	0	0		rc=0
Sudoku-PT-BN01	CTLF	2	0.06	79772	16	16	0	0		rc=0
Sudoku-PT-AN01	CTLF	2	0.06	79660	16	16	0	0		rc=0
ResAllocation-PT-R002C002	CTLF	8	0.06	79672	16	16	0	0	2/6	rc=0
ResAllocation-PT-R002C002	CTLC	8	0.06	79776	16	16	0	0	2/6	rc=0
ResAllocation-PT-R003C002	CTLF	20	0.03	79932	16	16	0	0	2/8	rc=0
ShieldRVt-PT-001A	CTLF	33	0.03	79864	16	16	0	0		rc=0
ShieldRVt-PT-001A	CTLC	33	0.03	80008	16	16	0	0		rc=0
Eratosthenes-PT-010	CTLC	32	0.03	80020	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vD	CTLC	32	0.03	79920	16	16	0	0	1/6	rc=0
ResAllocation-PT-R003C002	CTLC	20	0.03	79720	16	16	0	0	2/8	rc=0
Eratosthenes-PT-010	CTLF	32	0.03	80028	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vD	CTLF	32	0.03	79756	16	16	0	0	1/6	rc=0
TwoPhaseLocking-PT-nC00004vN	CTLF	45	0.03	80044	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00004vN	CTLC	45	0.03	80180	16	16	0	0		rc=0
Sudoku-PT-AN02	CTLC	35	0.04	79880	16	16	0	0		rc=0
Sudoku-PT-AN02	CTLF	35	0.04	80228	16	16	0	0		rc=0
StigmergyElection-PT-02a	CTLC	57	0.04	80236	16	16	0	0	12/66	rc=0
StigmergyElection-PT-02a	CTLF	57	0.04	80204	16	16	0	0	12/66	rc=0
SupplyChain-PT-00002	CTLC	50	0.05	80540	16	16	0	0		rc=0
SupplyChain-PT-00002	CTLF	50	0.04	80196	16	16	0	0		rc=0
ResAllocation-PT-R003C003	CTLF	92	0.03	79872	16	16	0	0	3/12	rc=0
ResAllocation-PT-R003C003	CTLC	92	0.04	80252	16	16	0	0	3/12	rc=0
ResAllocation-PT-R005C002	CTLF	112	0.03	80260	16	16	0	0	2/12	rc=0
RobotManipulation-PT-00001	CTLC	110	0.04	80524	16	16	0	0		rc=0
RobotManipulation-PT-00001	CTLF	110	0.04	80504	16	16	0	0		rc=0
ResAllocation-PT-R005C002	CTLC	112	0.05	80664	16	16	0	0	2/12	rc=0
Angiogenesis-PT-01	CTLC	110	0.06	80772	16	16	0	0	2/64	rc=0
Angiogenesis-PT-01	CTLF	110	0.06	80436	16	16	0	0	2/64	rc=0
CircadianClock-PT-000001	CTLC	128	0.03	79748	16	16	0	0		rc=0
CircadianClock-PT-000001	CTLF	128	0.03	79864	16	16	0	0		rc=0
DatabaseWithMutex-PT-02	CTLF	153	0.06	80356	16	16	0	0		rc=0
DatabaseWithMutex-PT-02	CTLC	153	0.07	80984	16	16	0	0		rc=0
CopsAndRobbers-PT-CRL005X001	CTLF	166	0.07	80672	16	16	0	0	16/39	rc=0
CopsAndRobbers-PT-CRL005X001	CTLC	166	0.09	81680	16	16	0	0	16/39	rc=0
ShieldRVs-PT-001A	CTLC	171	0.06	81340	16	16	0	0	14/22	rc=0
ShieldRVs-PT-001A	CTLF	171	0.06	81156	16	16	0	0	14/22	rc=0
CircularTrains-PT-012	CTLC	195	0.09	81540	16	16	0	0		rc=0
TokenRing-PT-005	CTLC	166	0.16	82492	16	16	0	0	156/156	rc=0
TokenRing-PT-005	CTLF	166	0.16	86484	16	16	0	0	156/156	rc=0
CircularTrains-PT-012	CTLF	195	0.08	81480	16	16	0	0		rc=0
DoubleExponent-PT-001	CTLF	149	0.23	84136	16	16	0	0	8/48	rc=0
DoubleExponent-PT-001	CTLC	149	0.25	84152	16	16	0	0	8/48	rc=0
AutonomousCar-PT-01a	CTLC	227	0.05	80844	16	16	0	0	10/35	rc=0
StigmergyElection-PT-03a	CTLF	227	0.04	80664	16	16	0	0	18/118	rc=0
StigmergyElection-PT-03a	CTLC	227	0.05	80708	16	16	0	0	18/118	rc=0
AutonomousCar-PT-01a	CTLF	227	0.06	81476	16	16	0	0	10/35	rc=0
IOTPpurchase-PT-C01M01P01D01	CTLF	204	0.12	81988	16	16	0	0		rc=0
IOTPpurchase-PT-C01M01P01D01	CTLC	204	0.13	82444	16	16	0	0		rc=0
Philosophers-PT-000005	CTLC	243	0.05	80392	16	16	0	0		rc=0
AutoFlight-PT-01a	CTLC	253	0.05	80676	16	16	0	0	6/30	rc=0
AutoFlight-PT-01a	CTLF	253	0.05	80868	16	16	0	0	6/30	rc=0
Philosophers-PT-000005	CTLF	243	0.14	81680	16	16	0	0		rc=0
PhilosophersDyn-PT-03	CTLC	325	0.26	83716	16	16	0	0	12/84	rc=0
NQueens-PT-05	CTLC	462	0.21	83296	16	16	0	0		rc=0
LamportFastMutEx-PT-2	CTLC	380	0.24	82396	16	16	0	0	36/96	rc=0
LamportFastMutEx-PT-2	CTLF	380	0.24	82628	16	16	0	0	36/96	rc=0
PhilosophersDyn-PT-03	CTLF	325	0.36	84808	16	16	0	0	12/84	rc=0
ShieldRVt-PT-002A	CTLC	513	0.03	80232	16	16	0	0		rc=0
ShieldRVt-PT-002A	CTLF	513	0.03	80348	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00010vD	CTLF	503	0.07	80984	16	16	0	0	1/6	rc=0
NQueens-PT-05	CTLF	462	0.25	83564	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00010vD	CTLC	503	0.10	82284	16	16	0	0	1/6	rc=0
TwoPhaseLocking-PT-nC00010vN	CTLC	624	0.07	81036	16	16	0	0		rc=0
TwoPhaseLocking-PT-nC00010vN	CTLF	624	0.07	81304	16	16	0	0		rc=0
NeoElection-PT-2	CTLF	241	0.59	90572	16	16	0	0	5/357	rc=0
CopsAndRobbers-PT-KFL010N005K002X001	CTLF	620	0.18	84968	16	16	0	0	50/93	rc=0
StigmergyCommit-PT-02a	CTLF	695	0.14	83592	16	16	0	0	36/204	rc=0
StigmergyCommit-PT-02a	CTLC	695	0.16	84368	16	16	0	0	36/204	rc=0
SimpleLoadBal-PT-02	CTLC	832	0.11	82076	16	16	0	0	13/45	rc=0
CopsAndRobbers-PT-KFL010N005K002X001	CTLC	620	0.28	87212	16	16	0	0	50/93	rc=0
StigmergyElection-PT-04a	CTLC	977	0.06	81320	16	16	0	0	24/218	rc=0
StigmergyElection-PT-04a	CTLF	977	0.06	81788	16	16	0	0	24/218	rc=0
SimpleLoadBal-PT-02	CTLF	832	0.10	82208	16	16	0	0	13/45	rc=0
